symbol,window,time,agent,pattern,direction,entry,stop,stop_pips,fib_state,fib_pct,outcome,R,mfe_R,mae_R,bars_to_resolution,event_id,atr_pips,stop_atr,year
EURUSD,2019_A,2019-01-07T13:15:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.14517,1.14356125,16.087499999999366,ACTIVE_LATCHED_RECOVERY,0.0,WIN,2.0,2.0326340326340406,0.2797202797203289,44,M15_FLAG_PENNANT|2019-01-07T13:15:00+00:00|1.14517,6.407142857142643,2.510869565217376,2019
EURUSD,2019_A,2019-01-07T18:00:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.14797,1.14556575,24.042499999998856,ACTIVE_LATCHED_RECOVERY,0.0,LOSS,-1.0,0.19548715815742657,1.0647811167723895,30,M15_FLAG_PENNANT|2019-01-07T18:00:00+00:00|1.14797,8.650000000000205,2.7794797687859294,2019
EURUSD,2019_A,2019-01-17T02:30:00+00:00,M15_TRIANGLE_WEDGE,SYMMETRICAL_TRIANGLE,SHORT,1.13894,1.1406049999999999,16.649999999998055,ACTIVE_LATCHED_RECOVERY,24.8408,LOSS,-1.0,1.165165165165333,1.2132132132133013,126,M15_TRIANGLE_WEDGE|2019-01-17T02:30:00+00:00|1.13894,3.435714285714748,4.846153846152628,2019
EURUSD,2019_A,2019-01-17T07:15:00+00:00,M15_FLAG_PENNANT,BEAR_FLAG,SHORT,1.1377,1.1399,21.999999999999797,ACTIVE_LATCHED_RECOVERY,0.0,LOSS,-1.0,0.2409090909090565,1.1136363636364026,8,M15_FLAG_PENNANT|2019-01-17T07:15:00+00:00|1.1377,5.642857142856997,3.898734177215255,2019
EURUSD,2019_B,2019-08-05T11:45:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.11795,1.11585175,20.982499999999682,ACTIVE_SHALLOW,1.1696,WIN,2.0,2.220898367687444,0.45275825092339844,44,M15_FLAG_PENNANT|2019-08-05T11:45:00+00:00|1.11795,7.099999999999566,2.9552816901409806,2019
EURUSD,2019_B,2019-08-05T23:00:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.12309,1.1212000000000002,18.899999999997252,ACTIVE_SHALLOW,0.0,LOSS,-1.0,0.9947089947091943,1.1269841269842724,19,M15_FLAG_PENNANT|2019-08-05T23:00:00+00:00|1.12309,6.085714285714504,3.1056338028163384,2019
EURUSD,2019_B,2019-08-06T20:30:00+00:00,M15_HEAD_SHOULDERS,INVERSE_HEAD_SHOULDERS,LONG,1.12039,1.11917,12.199999999999989,ACTIVE_LATCHED_RECOVERY,26.69,LOSS,-1.0,1.2786885245901698,1.2459016393442355,45,M15_HEAD_SHOULDERS|2019-08-06T20:30:00+00:00|1.12039,4.935714285714583,2.471780028943409,2019
EURUSD,2019_B,2019-08-07T00:00:00+00:00,M15_TRIANGLE_WEDGE,SYMMETRICAL_TRIANGLE,LONG,1.12107,1.119655,14.14999999999944,ACTIVE_LATCHED_RECOVERY,22.7273,LOSS,-1.0,0.6219081272084994,1.0883392226149524,27,M15_TRIANGLE_WEDGE|2019-08-07T00:00:00+00:00|1.12107,3.478571428571854,4.067761806980861,2019
EURUSD,2019_B,2019-08-07T12:00:00+00:00,M15_TRIANGLE_WEDGE,FALLING_WEDGE,LONG,1.12015,1.1181800000000002,19.699999999998052,ACTIVE_LATCHED_RECOVERY,28.0886,WIN,2.0,2.040609137055995,0.5431472081218326,17,M15_TRIANGLE_WEDGE|2019-08-07T12:00:00+00:00|1.12015,5.764285714285888,3.4175960346959653,2019
EURUSD,2019_B,2019-08-07T13:15:00+00:00,M15_IMPULSE_CORRECTION,,LONG,1.12236,1.117785,45.74999999999996,ACTIVE_LATCHED_RECOVERY,15.2098,LOSS,-1.0,0.3956284153005178,1.0207650273223947,126,M15_IMPULSE_CORRECTION|2019-08-07T13:15:00+00:00|1.12236,8.36428571428595,5.469684030742796,2019
