symbol,window,time,agent,pattern,direction,entry,stop,stop_pips,fib_state,fib_pct,outcome,R,mfe_R,mae_R,bars_to_resolution,event_id,atr_pips,stop_atr,year,atr_pips_calc,stop_atr_calc,first2_idx,pre2_mae_calc,post2_maxR,post2_minR,stopped_after2,bars_after2_to_stop,hour_utc,trail2R_R,baseline_R
EURUSD,2015_B,2015-08-20 10:45:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.11766,1.11501275,26.47250000000101,ACTIVE_SHALLOW,0.2589,WIN,2.0,2.519595806969383,0.9330437246199264,37,M15_FLAG_PENNANT|2015-08-20T10:45:00+00:00|1.11766,13.28571428571425,1.9925537634409416,2015,13.342857142857165,1.984020342612492,55115.0,-0.9330437246199264,20.296534139200222,1.9869676078948415,False,,10.75,3.4687883652845617,2.0
EURUSD,2015_B,2015-08-20 12:00:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.11835,1.1164915000000002,18.58499999999763,ACTIVE_SHALLOW,0.0,LOSS,-1.0,0.0645682001614933,1.059994619316803,2,M15_FLAG_PENNANT|2015-08-20T12:00:00+00:00|1.11835,12.19999999999967,1.523360655737552,2015,12.199999999999672,1.5233606557375516,,-1.059994619316803,,,False,,12.0,-1.0,-1.0
EURUSD,2015_B,2015-08-20 16:00:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.12028,1.11882525,14.547499999999491,ACTIVE_SHALLOW,8.9854,LOSS,-1.0,0.7011514005843317,1.347310534456113,7,M15_FLAG_PENNANT|2015-08-20T16:00:00+00:00|1.12028,14.085714285714417,1.0327839756591837,2015,14.04285714285731,1.0359359104780796,,-1.347310534456113,,,False,,16.0,-1.0,-1.0
EURUSD,2015_B,2015-08-24 02:30:00+00:00,M15_FLAG_PENNANT,BULL_PENNANT,LONG,1.14732,1.1420685,52.514999999999645,ACTIVE_SHALLOW,0.0,LOSS,-1.0,0.4779586784728228,1.009235456536208,14,M15_FLAG_PENNANT|2015-08-24T02:30:00+00:00|1.14732,16.657142857143178,3.1527015437391976,2015,14.592857142857424,3.5986784140968227,,-1.009235456536208,,,False,,2.5,-1.0,-1.0
EURUSD,2017_A,2017-01-17 04:00:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.06353,1.06133375,21.962500000001217,ACTIVE_SHALLOW,0.0,WIN,2.0,2.058053500284397,0.1365964712579043,22,M15_FLAG_PENNANT|2017-01-17T04:00:00+00:00|1.06353,7.135714285714403,3.077827827827948,2017,6.721428571428671,3.267534537725956,90238.0,-0.5737051792828545,3.815594763801647,-1.479795105293121,True,208.0,4.0,1.1172453044961017,2.0
EURUSD,2017_A,2017-01-17 05:45:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.06575,1.0638085000000002,19.414999999998184,ACTIVE_SHALLOW,2.7397,WIN,2.0,2.3074942055114387,0.8756116404842615,22,M15_FLAG_PENNANT|2017-01-17T05:45:00+00:00|1.06575,8.057142857142827,2.4096631205671595,2017,7.385714285714297,2.6287234042550693,90245.0,-0.8756116404842615,3.172804532578171,-1.4061292814834687,True,132.0,5.75,2.172804532578171,2.0
EURUSD,2017_A,2017-01-23 03:00:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.0748,1.0737035,10.964999999998335,ACTIVE_SHALLOW,0.0,LOSS,-1.0,0.1732786137710362,1.003191974464246,7,M15_FLAG_PENNANT|2017-01-23T03:00:00+00:00|1.0748,7.828571428571803,1.4006386861311075,2017,8.078571428571856,1.35729442970822,,-1.0031919744640427,,,False,,3.0,-1.0,-1.0
EURUSD,2017_A,2017-01-26 14:15:00+00:00,M15_FLAG_PENNANT,BEAR_FLAG,SHORT,1.06832,1.070856,25.360000000000937,ACTIVE_SHALLOW,0.0,LOSS,-1.0,1.009463722397398,1.648264984227097,95,M15_FLAG_PENNANT|2017-01-26T14:15:00+00:00|1.06832,11.957142857142523,2.12090800477911,2017,11.142857142856869,2.2758974358975763,,-1.648264984227097,,,False,,14.25,-1.0,-1.0
EURUSD,2017_A,2017-01-26 15:45:00+00:00,M15_FLAG_PENNANT,BEAR_FLAG,SHORT,1.06712,1.06949425,23.74249999999911,ACTIVE_SHALLOW,1.3013,LOSS,-1.0,0.5728124670949052,1.0571759503001394,9,M15_FLAG_PENNANT|2017-01-26T15:45:00+00:00|1.06712,13.228571428571335,1.7947894168465977,2017,13.199999999999878,1.7986742424241915,,-1.0571759503001394,,,False,,15.75,-1.0,-1.0
EURUSD,2018_A,2018-10-15 10:45:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.15988,1.1583260000000002,15.539999999998331,ACTIVE_SHALLOW,3.2787,LOSS,-1.0,0.0257400257400542,1.3449163449164412,4,M15_FLAG_PENNANT|2018-10-15T10:45:00+00:00|1.15988,7.507142857142553,2.0700285442434394,2018,7.599999999999829,2.04473684210509,,-1.3449163449164412,,,False,,10.75,-1.0,-1.0
